id,price,bedrooms,bathrooms,sqft_living,floors,yr_built
1243100136,784000,3,3.5,3950,1.5,1989
8929000270,453246,3,2.5,2010,2,2014
2767602356,675000,4,3.5,2140,3,2005
921049315,199000,3,1.75,1320,1,1956
3655000070,220000,4,1.75,2020,1,1968
4027700812,452000,4,2.25,2590,1,1968
3992700335,382500,2,1,1190,1,1981
2767603505,519950,3,2.25,1170,3,2014
4232901525,665000,2,1,1110,1,1925
1777500060,527700,5,2.5,2820,1,1968
1432900240,205000,3,1,1610,1,1962
6140100875,420000,3,1,1060,1,1923
6071600370,500000,4,2.25,2030,1,1961
1526069017,921500,4,2.5,3670,2,1994
809001525,890000,4,1,2550,2,1905
3224079105,430000,2,2.5,2420,2,2007
8075400570,258000,5,2,2260,1,1960
1994200024,511000,3,1,1430,1,1947
3362900810,532170,3,2,1360,2,1990
1324300398,560000,3,1,1110,1.5,1947
537000445,282950,3,1,1250,1,1954
7855801670,2.25E+06,4,3.25,5180,2,2006
7920100045,350000,1,1,700,1,1942
8960000030,215000,3,1,1180,1,1967
6388930390,650000,5,3.5,3960,2,1996
8731900200,320000,4,2.75,2640,1,1967
8029200135,247000,3,2,1270,1.5,1916
1081200350,320000,4,1.75,1760,1,1968
84000105,255000,5,2.25,2060,1,1962
3756500060,438000,3,1.75,1780,1,1962
7215720160,900000,3,2.5,3400,2,2000
3574800520,441000,3,2.75,1910,1,1979
2617300160,420000,3,2,2020,1,1975
2558660270,370000,3,1.75,1580,1,1976
2009000370,269950,2,1.75,1340,1,1949
1836980160,807100,4,2.5,2680,2,1999
3261020370,653000,3,2.5,2680,1,1979
1755700060,371500,3,2,1370,1,1964
4330600435,284000,3,1.75,1560,1,1954
9542800700,272000,3,1.75,2160,1,1978
1999700045,313000,3,1.5,1340,1.5,1955
1762600070,917500,4,2.5,3880,2,1984
1687900520,673000,4,2.25,2590,2,1980
7234600798,425000,3,2.5,1120,2,2008
3881900445,399950,5,2.75,1970,1,1986
2254502445,385000,3,1,1220,1,1901
5437810320,269950,3,1.5,1950,1,1975
9158100075,330000,2,1,1350,1,1949
3830630310,260000,3,2.5,1670,2,1988
8123100045,470000,4,3,2380,1.5,1925
3127200041,589000,4,3,2440,2,1961
6661200320,163500,2,1.5,1050,2,1996
11510310,835000,4,2.75,3130,2,1993
825059270,1.10E+06,5,3,4090,1,1986
8731951370,269000,4,1.75,1490,1,1969
1954440060,560000,3,2.5,1900,2,1987
2264500350,615000,4,1,1330,1.5,1901
1115810060,585188,3,2.25,2230,1,1975
9477200200,305000,3,1.75,1650,1,1977
1432600560,166950,3,1,1190,1,1959
2287000060,799000,3,2.5,2140,1,1959
3663500060,400000,3,2.5,2180,1,1962
3996900125,230000,3,1,1060,1,1948
7796450200,256883,3,2.5,1690,2,2003
7549802535,423000,4,2,1970,1.5,1920
3278600320,465000,3,2.5,2150,2,2007
2824079053,440000,3,2.5,1910,2,1997
1222069094,385000,3,1.75,1350,1,1969
3542300060,210000,3,1,860,1,1943
2222059065,297000,3,2.5,1940,2,1994
7551300060,470000,3,1,1010,1,1952
100600550,226500,3,1.5,1300,1,1976
3211100860,274250,3,1,910,1,1962
3456000310,840000,4,1.75,2480,1,1966
9526600140,677900,3,2.5,2440,2,2010
7465900060,425000,3,1,1010,1,1915
1222000055,180250,2,0.75,900,1,1941
6300000550,464000,6,3,2300,2,1920
2310030510,320000,4,2.25,1550,2,1993
1025049114,625504,3,2.25,1270,2,2014
8677300550,592500,4,2.5,2240,1,1983
4014400292,465000,3,2.5,2714,2,2005
1102000196,477000,4,2.75,1720,2,1978
257000138,280000,2,1,850,1,1923
46100204,1.51E+06,5,3,3300,1,1957
1909600046,445838,3,2.5,2250,2,2000
1250202145,1.07E+06,2,2.25,3900,1,1947
7611200125,467000,2,1.5,1320,1,1947
5611500140,686000,4,2.5,2760,2,1999
7138000260,279950,3,2,1750,1,1961
626059335,527000,4,2.25,2330,2,1987
1922059282,325000,3,2.25,2220,1,1966
705700390,328000,3,2.25,2020,2,1994
7454001200,390000,3,2.25,1250,1,1942
8682281200,479950,2,2,1510,1,2005
7972000200,264950,4,2.25,1720,1,1978
722059070,235000,3,1,1430,1,1961
7202340400,516500,3,2.5,1480,2,2004
8096000060,655000,2,1.75,1450,2,1915
2424000060,500000,4,2.75,2280,1,1960
9264902050,315000,6,2.75,2940,1,1978
943100260,213000,2,1,1000,1,1961
3677400445,475000,3,1.5,2480,1.5,1947
1762600320,1.03E+06,5,4,3760,2,1983
4058000060,416000,3,2,2220,1,1976
7228500560,410000,4,1,1970,1.5,1904
326069104,800000,3,3.5,3830,2,1993
5152100060,472000,6,2.5,4410,1,1965
3584000310,225000,3,1.75,1430,1,1968
8150100045,210000,2,1,830,1,1940
1868901275,455000,2,1,1430,1.5,1925
6131600075,225000,3,1,1300,1,1954
9468200125,480000,2,1,1030,1,1918
8029510030,363000,3,2.5,2740,2,1990
2025069065,2.40E+06,4,2.5,3650,1,2000
7899800890,181000,2,1.5,720,1,1954
3021059276,250000,4,2,2010,1,1976
3797001895,481000,3,1.75,1560,1,1918
3832710960,260000,3,2,1810,1,1978
1310430400,455000,4,2.5,3360,2,2001
1422300030,415000,3,2.25,1510,2,1991
1105000588,349500,3,1,1400,1,1953
3830630060,245000,3,2.5,1730,2,1987
5101404898,592500,2,2,1420,1.5,1928
7972601890,385000,4,1.75,2360,1,1955
5127001620,315000,3,1.75,1580,1,1974
9407100800,255000,3,1,1230,1,1979
1873100060,693000,4,2.5,2460,2,2006
8722101360,780000,3,1,1660,1.5,1911
8644000060,237000,3,1.75,1270,1,1960
3325069129,525000,3,2.25,2100,2,1979
1400300055,425000,2,1,770,1,1930
2123039032,369900,1,0.75,760,1,1936
8078560140,290000,4,2.5,1700,2,1988
3438500192,285000,3,1,1120,1,1954
7974200510,415000,2,1,1070,1,1937
2557000400,272500,3,2.5,2070,1,1979
7960900060,2.90E+06,4,3.25,5050,1.5,1982
4054500390,1.37E+06,4,4.75,5310,2,1989
6378500125,436000,2,1,1040,1,1939
1745100140,210000,3,1,1700,1,1967
2976800796,236000,3,1,1300,1,1961
4235400186,331000,3,1.75,1080,1,1954
4215100060,365000,3,2.5,2653,2,2006
9189700045,450000,3,2,2290,1,1960
1126049053,770000,4,2.75,3820,2,2014
2022069200,455000,4,2.5,2210,1,1997
9412900055,405000,3,1.75,2390,1,1908
1722059235,304900,4,1.75,2600,1,1969
6874200960,170000,2,1,860,1,1931
7424700045,2.05E+06,5,3,3830,2,1905
7202360350,780000,4,2.5,3500,2,2005
5634500392,330000,3,3,2420,1,1988
1509500060,370000,4,2.5,2720,2,1992
7214810350,467000,5,2.25,2500,1,1979
6647200060,405000,3,1.75,1670,1,1980
9552700140,675000,5,2.25,2900,1,1985
2200500350,500000,2,1,1640,1,1954
6113400046,389999,4,2.5,1890,2,1968
6619910140,630000,4,1.75,2950,1,1975
1115450240,360000,4,2.5,2160,2,1992
6073240060,580000,4,3,3280,2,1986
9297300045,550000,3,2,1970,2,1929
9510920070,879000,4,2.5,3360,2,1994
5468730030,265000,3,2,1320,1,1993
8079030390,446500,3,2.5,2650,2,1990
600000152,404000,3,1.5,2030,1,1963
1840000030,267500,3,1.75,1590,1,1957
3225069065,3.08E+06,4,5,4550,1,2002
3260800030,335000,3,2.5,2440,2,1998
2747100024,576000,3,2.5,1940,1,1948
5104530560,208633,3,2.5,2040,2,2006
4330600350,315000,3,2.25,2200,1,1964
5016001535,725000,3,1.75,1920,1,1913
7280300196,550000,4,2.75,1800,1,1965
8651520400,610750,4,2.25,2180,2,1984
7171200445,550700,2,1,1010,1.5,1908
3204800200,665000,4,2.75,3320,2,1960
3416600800,834000,4,2.5,2370,1.5,1928
7994700030,201000,5,1.75,1660,1.5,1915
1860600135,2.38E+06,5,2.5,3650,2,1921
4139480200,1.38E+06,4,3.25,4290,1,1997
4139480200,1.40E+06,4,3.25,4290,1,1997
1328320800,305000,4,2.25,1950,1,1979
7771300125,487000,3,2,2590,1,1948
3422059208,390000,3,2.5,1930,1,1988
9521101455,548000,2,1,1470,1,1916
4337000335,268750,4,1,800,1,1943
325059286,819900,5,2.75,3150,2,2013
2597650240,520000,3,2.25,2030,2,1984
3353400435,230000,3,2,1450,1,2003
7972000240,240000,3,1.75,1510,1,1969
7520000520,232000,2,1,1240,1,1922
7520000520,240500,2,1,1240,1,1922
3530210260,274975,3,2.5,3030,2,1987
1959700550,740000,4,2,2050,1.5,1922
1665400045,186375,3,1,1000,1,1952
9542850320,790000,3,2.25,2370,1,1977
3179100060,880000,4,3.5,2800,2,1951
2946001550,279000,6,1.75,2240,2,1955
8078490390,295000,3,2,1810,1,1991
9550201550,640000,2,1,1070,1,1924
191100045,940000,4,2,2490,2,1968
5009600070,260000,4,2.5,1960,2,2003
200350070,559900,3,2.75,2930,1,2004
2877103726,791500,4,2,1510,1.5,1911
405100295,265000,3,1.75,1420,1,1954
4268200055,245000,3,1.75,1740,1,1954
3126069068,485000,4,1.75,2560,2,1962
1115300070,684000,4,3.5,3040,2,2010
6414100671,425000,3,1.75,2500,1,1957
7004200060,309600,4,1.75,1275,1,1991
7852110140,552250,4,2.5,2580,2,2002
3969300030,165000,4,1,1000,1,1943
3969300030,239900,4,1,1000,1,1943
4048400070,320000,2,1,1070,1,1930
808000070,206600,3,2,1390,1,1987
7374200030,387000,4,1.75,2500,1,1973
7325600160,299000,1,0.75,560,1,1967
2757000030,855000,4,2.75,2270,2,1965
616000140,315000,3,1,1900,1,1954
3363900111,437500,2,1,990,1,1907
9262800171,252000,4,1.5,1550,1,1969
6607000126,375000,4,1.75,2200,1,1955
5416510830,300000,4,2.5,1910,2,2005
2201500030,420000,4,1,1750,1.5,1954
325059171,900000,3,1,1330,1,1928
952003285,679900,3,2.5,2440,2,2000
3211290370,463000,3,2.5,1640,2,1992
1072010350,380000,5,2.5,2760,2,1978
8856950070,329500,4,2.5,1820,2,1994
925059078,604950,3,2.5,2110,1,2013
7855801090,795000,5,2.5,3040,1,1966
723099065,465000,3,2,1840,2,1994
6116500075,673000,4,2.5,2990,2,2002
1118500030,810000,4,2.5,3520,2,1991
424069250,785000,4,2.75,2440,1,1989
3291800710,338000,4,3,2090,1,1986
6838700060,280000,3,2.25,1430,2,1993
2231500030,315000,4,2.25,2180,1,1954
2231500030,530000,4,2.25,2180,1,1954
7683900200,380000,5,3,3450,2,2004
8155830060,297000,3,2.25,1450,2,1994
98020310,730000,4,2.5,3230,2,2004
9423400140,450000,3,1.75,1640,1,1940
1545804860,275000,3,3,1590,1,1997
2883200160,595000,4,2,2020,2,1960
7132300695,435000,3,1.5,1300,1.5,1904
1726059053,270000,2,1.5,1380,1,1954
624111000,950000,3,3,4040,2,1986
808300310,389000,4,2.25,2130,2,2001
8563040160,560000,4,2.25,2550,1,1968
713500030,1.35E+06,5,3.5,4800,2,1998
8651600160,799000,4,2.25,2510,2,1969
9517200030,365500,3,2,1410,1,1983
2460700700,252350,3,2,1650,1,1979
1223039290,403950,4,2.5,2120,2,1993
2890100060,385000,4,1.5,2040,1,1954
7972600860,345000,4,1,1550,1.5,1957
8857320070,490000,3,2.75,1980,2,1979
4047200695,330000,3,2.5,1600,2,2005
1653500070,927000,4,2.75,3300,2,1953
1923000030,1.12E+06,4,2.5,3840,2,1983
3649100320,330000,2,1,1220,1,1950
7375300160,530000,5,2.25,2720,1,1958
5175800060,365000,4,2,1940,1,1962
1604601375,378750,3,2.5,2160,1.5,1909
2473251090,269900,4,1.75,1530,1.5,1968
9126100861,557000,3,3.5,1710,2,2008
3420069065,360000,4,1.75,3730,1,1974
6021501685,352000,2,1,940,1,1937
1151100070,437000,3,2.5,1750,2,1994
8856950240,322500,4,2.5,1820,2,1994
9385200055,650000,3,3.25,1510,2,2001
7821200390,450000,3,2,1290,3,2001
8078520310,278500,3,2,1570,1,1998
1565950030,364950,4,2.5,1930,2,1995
1560930070,840000,4,3.5,2840,1,1986
6700400140,268000,3,2.5,1550,2,1991
2422029094,517534,2,1,833,1,2006
1774220160,632925,3,2.5,2990,2,1978
1525200060,577500,3,2.5,2000,2,1995
1678400105,339000,4,1.5,2390,1.5,1920
3426059070,570000,3,1.75,2910,1,1967
824079032,563500,4,1.75,2085,1,1964
2697100140,423000,4,2.25,2200,1,1962
8724300030,355000,3,2.25,1860,2,2012
8678500060,1.55E+06,5,4.25,6070,2,1999
625049299,482000,2,1,950,1,1941
6073200075,625000,3,1.75,1600,1,1955
6388900710,538000,3,2.5,2250,2,1988
1442860160,380000,3,2.5,2280,2,1985
7942600310,375000,2,1,940,1,1909
1545808560,245000,3,2.5,1530,1,1996
936000060,310000,5,1.75,2190,1,1947
9808650060,1.30E+06,3,2,2350,1,1976
3754700160,397000,4,2,1440,1,1971
305500140,365000,3,2.5,2200,2,2005
5468750060,328500,4,3,2290,2,1990
2944010240,988000,4,3,4040,2,1987
3454000060,1.00E+06,4,2.5,2610,1.5,1922
646910160,237000,3,2.5,1490,2,2005
8564950390,525000,4,2.5,2450,2,2003
2268400350,749000,4,2.5,1710,1,1976
7504101040,722500,5,2.5,4870,2,1983
11500890,843000,3,2.5,3130,2,1991
9528102772,438000,2,2,1270,3,2000
284000223,578000,3,1.75,2120,1,1977
3353401710,227950,3,1.5,1670,1,1954
8159610030,196000,3,2.25,2070,2,1974
3179100435,641000,2,1,1420,1,1953
822079033,350000,3,1.5,1250,1,1980
8857600960,205000,3,1,940,1,1960
1774000200,400000,3,1.75,1920,1,1968
2024069128,1.03E+06,3,2.5,3545,1,2005
1049010390,505000,3,2,1260,1,1972
7905370390,475000,5,2.5,2340,1,1975
4140090240,520000,3,2.25,2590,1,1977
4055700030,1.45E+06,3,4.5,3970,2,1977
3775300030,333500,3,1.75,1220,1,1965
2525300030,232000,3,1,1400,1,1976
1324059104,691100,3,2.75,2360,1,1983
2287000030,811000,3,1.75,1870,1,1960
7702010030,551000,3,2.5,2830,2,2001
1529200340,496500,3,2.5,2260,2,1994
2122039094,705000,3,3,1970,2,1980
1742800030,578000,4,2.5,3140,1,1966
1796360350,255000,3,1.75,1240,1,1986
6154500070,1.05E+06,4,3.5,3450,2,2007
1843100340,348000,3,2.25,2570,2,1989
8944290160,230000,3,2,1510,2,1985
4166600473,359500,4,2.25,2390,2,1988
7282300125,330000,3,1,980,1,1953
8658300340,80000,1,0.75,430,1,1912
2419600075,465000,3,1.75,1480,1,1954
2621760350,325000,4,2.5,1850,2,1997
1723049270,340500,3,2,2270,1,1947
4123840310,342500,3,2.5,1810,2,1993
2172000075,290900,2,2,1610,2,1930
8651611170,868700,3,4.25,3840,2,2000
8820902200,1.20E+06,4,2.75,4110,2,1928
8651610890,1.15E+06,4,3.25,4190,2,2000
1853080570,859900,4,2.75,3390,2,2011
3629920030,520000,4,2.25,1890,2,2003
1604602050,460000,3,2.5,1610,2,2005
6844700810,438924,3,1.5,1050,1,1949
66000070,315000,2,1,630,1,1918
6665800030,590000,4,2.75,2910,1,1975
2205700350,378500,4,1.75,1700,1,1955
5466000030,328500,3,2.5,1950,2,1990
6189200125,849950,3,3,2990,2,1973
9169600135,525000,3,1.5,1350,1,1950
2625069070,1.39E+06,4,3.25,4860,2.5,1993
8732131090,295000,4,2.5,2160,1,1978
9286000240,1.07E+06,6,3.5,4860,2,1998
1895000260,207950,2,2,890,1,1917
8691370400,699900,4,2.75,2810,2,2002
5423010350,1.28E+06,5,2.5,3400,2,1977
8562501040,452000,4,1.5,1580,1,1963
2475200140,370000,3,2,1680,1,1987
7942100310,232000,3,1.75,1300,1,1968
3760000030,669950,5,2.5,2820,2,1960
1727500340,397500,3,2,1510,1,1972
9828702519,490000,2,2.5,1230,2,2004
4432600075,725000,4,2,2110,2,1925
7806300030,299000,3,2.75,3080,1,1958
9274202270,625000,2,1.5,1490,1.5,1900
7852030960,437500,3,2.5,2120,2,2000
7852170140,650000,4,2.5,3180,2,2003
7518503335,475000,2,1,1490,1,1929
5467900070,342000,3,2,1930,1,1966
1245002952,1.20E+06,4,2.5,2770,2,1999
8906200070,280000,3,1.5,1670,1,1963
5379805885,240000,2,1.75,1330,1,1993
2769600560,529000,3,1,1210,1.5,1924
9238901420,442000,3,1,1190,1,1941
5113400431,615000,2,1,1540,1,1946
3885805665,1.49E+06,4,3.75,4030,2,2006
8121200810,585000,4,1.75,2430,1,1981
5126310400,480000,4,2.5,2600,2,2005
7322910030,1.10E+06,5,3.5,4410,2,1990
2827100070,290000,4,1,1330,1.5,1949
9276201895,615000,3,1.75,1900,1,1951
4402700070,300000,2,1,1100,1,1950
1922059046,308000,3,1,1980,1.5,1932
925059288,750000,3,2.5,2400,2,2001
4386700135,2.25E+06,4,2.25,4760,2.5,1916
1923069078,890000,4,3.25,3180,2,2005
1432400335,288000,3,1,1190,1,1958
1180003090,190000,2,1,630,1,1943
726049331,515000,5,3,2530,1,2005
3340401555,235000,4,1.5,1690,1,1930
7453000070,275000,2,1,940,1,1951
4348800030,727500,2,2,1240,1,1952
7202331420,650000,4,2.5,3040,2,2003
3225079035,1.60E+06,6,5,6050,2,2001
6381500700,365000,4,1,1590,1.5,1944
339500160,662000,3,1.75,2500,1,1984
1545807610,270500,3,2.5,1780,1,1978
1843200240,200000,2,1.5,1360,2,1978
4403600270,970000,4,3.25,4740,2,1987
2008200060,160000,3,1.5,1010,1,1962
1521069070,204000,3,1,1040,1,1971
2459500310,358000,3,2.25,1610,2,1985
6204420070,452000,4,1.75,1570,1,1979
5694500105,595000,2,2,1510,1,1900
5466410030,249000,3,2,1360,1,1994
9485740340,346900,4,2.5,1970,2,1999
622049114,2.13E+06,3,2.5,5403,2,1976
2270000070,280000,4,2.5,1560,2,2003
1310900260,318888,4,1.75,2320,1,1973
224069094,530000,3,2.25,2120,1,1967
7800800160,375000,3,2.25,2120,2,1983
2944000240,910000,4,2.5,3350,2,1988
4139400710,782000,4,2.5,2380,2,1991
7899800860,259950,2,2,1070,2,2008
2473420140,315000,4,2.75,2300,1,1979
5000500055,215000,2,1,1320,1,1943
4099500935,705000,3,1.75,2180,1,1946
1373800295,1.45E+06,3,3,4380,2,1952
4025300135,451000,3,1.75,1790,2,1949
3294700310,261000,2,1,750,1,1943
8718500075,396000,3,1.5,1300,1,1956
4309710240,725000,4,2.5,2990,2,1999
5486800070,1.95E+06,7,3.5,4640,2,1965
236400320,238000,4,1,1400,1.5,1959
4376700570,750000,6,1.75,2750,2,1973
8648100200,331500,4,2.5,2050,2,1998
3624079046,460000,4,3,2230,1,1978
1921069084,404950,4,2.25,2340,1,1982
6431500140,880000,3,2.5,2870,2,2014
2725069050,863000,4,2.5,4120,2,1997
5307100060,638700,3,1.75,2080,1,1960
7203102050,435000,3,2.5,1840,2,2008
561000075,260000,3,1,1180,1.5,1959
2436701180,671500,5,2.75,2160,1.5,1927
809002765,610000,3,1,1180,1.5,1907
4045500710,405000,2,0.75,1160,1,1937
5104510270,338900,4,2.5,1830,2,2003
98020350,720000,4,4,3200,2,2004
1714900060,442000,5,3,2560,1.5,1927
1189000030,650000,5,2.75,2550,1.5,1902
2473360060,263500,3,1.75,1330,1,1981
222069082,300000,2,1,1220,1,1963
8669160310,266000,3,2.5,1805,2,2009
1526069135,930000,4,4,6050,2.5,2009
1088650310,530000,4,2.5,2320,2,2004
8945200860,180000,3,1,1384,1,1965
7853240200,619000,3,2.5,2720,2,2005
7511800070,264000,3,1.5,1820,1,1962
2998800125,730000,2,2.25,2130,1.5,1941
3876300310,439000,4,2.25,2060,2,1975
5419800510,268500,4,1.75,1420,1,1981
192460060,330000,3,1.75,1510,1,1985
7942601895,640000,3,2.5,2160,1.5,1903
7504010570,900000,3,2.5,3180,2,1978
1442740140,370000,3,2.25,2110,2,1985
6909200575,685000,3,2,2060,1.5,1931
2525069041,505000,3,1.5,1830,1,1981
3620069036,265000,3,1.75,1820,1,1966
2781280390,290000,3,2.5,1610,2,2006
9542830350,296000,4,2.5,1780,2,2006
1123049053,360000,4,2.5,1840,2,1996
8018600765,240500,3,1.75,1460,1,1997
3278600240,372500,2,2.5,1400,2,2007
7846200070,595000,3,2.5,3370,2,2004
662310400,515000,4,3,3590,2,1997
8651100140,1.22E+06,4,2.25,3200,2,1962
8682250350,507000,2,1.75,1670,1,2004
3211230260,399950,4,2,2420,1,1984
4233400340,185000,3,1.75,1430,2,1994
7199350340,460000,3,1.75,1440,1,1980
3904901710,435500,3,2.25,1450,2,1985
240000058,469000,4,2.75,3550,1,1966
6865200444,531000,2,3,1270,2,2000
9498200046,443500,2,1,940,1,1949
1796380960,223000,3,2,1670,1,1990
5631500868,590000,4,3.5,3100,2,1996
3126049411,340000,2,2.5,1100,3,1997
2321300390,650000,3,2,1870,1,1925
3905040800,533600,3,2.5,1930,2,1990
4379400260,695000,3,2.75,2540,2,2005
5115000160,242000,3,1.75,1280,1.5,1988
2826049234,425000,3,2.25,1820,1,1967
6600700030,525000,3,2.25,1490,2,1981
3904930240,485000,3,2.5,1880,2,1988
9407110700,175000,3,1,1250,1,1971
1682500160,210000,3,2,1440,1,1983
8078570390,260000,3,2.5,1920,2,1989
3010300240,577000,3,2.5,2060,1,1976
9500900135,200000,3,1.5,1210,1,1958
461001615,605000,2,1.75,1760,1,1927
6411600069,325000,3,1,990,1,1947
7812800565,289500,3,1,960,1,1944
7548300731,559950,3,2.5,1660,3,2014
8925100390,1.04E+06,3,1.75,1900,1,1941
7010700292,543500,3,2.25,1270,1,1970
9485951170,480000,4,2.25,3250,2,1983
5437820310,218000,3,1,960,1,1982
582000135,565000,2,1.75,1330,1,1914
3204800370,426700,3,1.75,2080,1,1968
8832900550,650000,3,2.5,2690,1,1957
9550204515,542000,2,1,890,1,1910
7199330390,415000,3,1.75,1070,1,1977
6131600060,214000,3,1,1200,1,1953
5379805460,245000,3,1.5,1360,2,1949
7212652180,314500,3,2,2050,1,1993
6379500640,1.12E+06,3,1.5,3000,2,1924
4315700060,378000,2,2,1300,1,1963
3329500060,305000,4,2.5,2250,1,1982
4140090320,595000,5,2.75,3740,1,1978
